Date,Day of Week,Visitor Team,Home Team,VisitorPts,HomePts,Day or Night,Attendance,Time of Game (minutes)
18/06/2021,Fri,New York Mets,Washington Nationals,0,1,N,26246,184
18/06/2021,Fri,Detroit Tigers,Los Angeles Angels,3,11,N,22734,212
18/06/2021,Fri,Toronto Blue Jays,Baltimore Orioles,1,7,N,13284,190
18/06/2021,Fri,Chicago White Sox,Houston Astros,1,2,N,30898,166
18/06/2021,Fri,Boston Red Sox,Kansas City Royals,3,5,N,29870,200
18/06/2021,Fri,Oakland Athletics,New York Yankees,5,3,N,24037,183
18/06/2021,Fri,Tampa Bay Rays,Seattle Mariners,1,5,N,12654,168
18/06/2021,Fri,Minnesota Twins,Texas Rangers,7,5,N,30304,224
19/06/2021,Sat,Los Angeles Dodgers,Arizona D'Backs,9,3,N,29904,186
19/06/2021,Sat,Miami Marlins,Chicago Cubs,11,1,D,35846,187
19/06/2021,Sat,Milwaukee Brewers,Colorado Rockies,6,5,N,34198,220
19/06/2021,Sat,Cleveland Indians,Pittsburgh Pirates,3,6,D,16830,194
19/06/2021,Sat,Cincinnati Reds,San Diego Padres,5,7,D,38765,204
19/06/2021,Sat,Philadelphia Phillies,San Francisco Giants,13,6,D,16774,227
19/06/2021,Sat,New York Mets,Washington Nationals,5,1,D,14434,167
19/06/2021,Sat,New York Mets,Washington Nationals,2,6,N,22111,146
19/06/2021,Sat,Detroit Tigers,Los Angeles Angels,3,8,N,23175,182
19/06/2021,Sat,Toronto Blue Jays,Baltimore Orioles,10,7,D,10721,190
19/06/2021,Sat,Chicago White Sox,Houston Astros,3,7,N,35210,190
19/06/2021,Sat,Boston Red Sox,Kansas City Royals,7,1,D,24568,179
19/06/2021,Sat,Oakland Athletics,New York Yankees,5,7,D,23985,194
19/06/2021,Sat,Tampa Bay Rays,Seattle Mariners,5,6,N,14772,182
19/06/2021,Sat,Minnesota Twins,Texas Rangers,3,2,D,34044,162
20/06/2021,Sun,Los Angeles Dodgers,Arizona D'Backs,9,8,D,31661,219
20/06/2021,Sun,St. Louis Cardinals,Atlanta Braves,9,1,D,33781,136
20/06/2021,Sun,St. Louis Cardinals,Atlanta Braves,0,1,N,36977,118
20/06/2021,Sun,Miami Marlins,Chicago Cubs,0,2,D,37158,172
20/06/2021,Sun,Milwaukee Brewers,Colorado Rockies,7,6,D,34224,215
20/06/2021,Sun,Cleveland Indians,Pittsburgh Pirates,2,1,D,16582,151
20/06/2021,Sun,Cincinnati Reds,San Diego Padres,2,3,D,38004,180
20/06/2021,Sun,Philadelphia Phillies,San Francisco Giants,2,11,D,18265,171
20/06/2021,Sun,New York Mets,Washington Nationals,2,5,D,30371,169
20/06/2021,Sun,Detroit Tigers,Los Angeles Angels,5,3,D,21626,243
20/06/2021,Sun,Toronto Blue Jays,Baltimore Orioles,7,4,D,14917,185
20/06/2021,Sun,Chicago White Sox,Houston Astros,2,8,D,39821,198
20/06/2021,Sun,Boston Red Sox,Kansas City Royals,3,7,D,20726,215
20/06/2021,Sun,Oakland Athletics,New York Yankees,1,2,D,27807,181
20/06/2021,Sun,Tampa Bay Rays,Seattle Mariners,2,6,D,18172,188
20/06/2021,Sun,Minnesota Twins,Texas Rangers,4,2,D,34007,187
21/06/2021,Mon,Milwaukee Brewers,Arizona D'Backs,1,5,N,9804,175
21/06/2021,Mon,Cleveland Indians,Chicago Cubs,4,0,N,32934,192
21/06/2021,Mon,Atlanta Braves,New York Mets,2,4,N,0,132
21/06/2021,Mon,Atlanta Braves,New York Mets,1,0,N,18698,153
21/06/2021,Mon,Los Angeles Dodgers,San Diego Padres,2,6,N,42220,218
21/06/2021,Mon,Houston Astros,Baltimore Orioles,10,2,N,7414,220
21/06/2021,Mon,Cincinnati Reds,Minnesota Twins,5,7,N,17530,314
21/06/2021,Mon,Oakland Athletics,Texas Rangers,3,8,N,20259,192
22/06/2021,Tue,Milwaukee Brewers,Arizona D'Backs,5,0,N,9358,193
22/06/2021,Tue,Cleveland Indians,Chicago Cubs,1,7,N,35493,171
22/06/2021,Tue,Toronto Blue Jays,Miami Marlins,2,1,N,6291,154
22/06/2021,Tue,Atlanta Braves,New York Mets,3,0,N,17063,182
22/06/2021,Tue,Washington Nationals,Philadelphia Phillies,3,2,N,19652,232
22/06/2021,Tue,Chicago White Sox,Pittsburgh Pirates,3,6,N,9847,170
22/06/2021,Tue,Los Angeles Dodgers,San Diego Padres,2,3,N,42667,189
22/06/2021,Tue,San Francisco Giants,Los Angeles Angels,5,0,N,28354,173
22/06/2021,Tue,Houston Astros,Baltimore Orioles,3,1,N,8510,175
22/06/2021,Tue,St. Louis Cardinals,Detroit Tigers,2,8,N,13492,193
22/06/2021,Tue,Cincinnati Reds,Minnesota Twins,10,7,D,19187,209
22/06/2021,Tue,Kansas City Royals,New York Yankees,6,5,N,21130,218
22/06/2021,Tue,Colorado Rockies,Seattle Mariners,1,2,N,12879,159
22/06/2021,Tue,Boston Red Sox,Tampa Bay Rays,9,5,N,12994,261
22/06/2021,Tue,Oakland Athletics,Texas Rangers,13,6,N,19185,200
23/06/2021,Wed,Milwaukee Brewers,Arizona D'Backs,3,2,D,8676,208
23/06/2021,Wed,Toronto Blue Jays,Miami Marlins,3,1,N,6164,198
23/06/2021,Wed,Atlanta Braves,New York Mets,3,7,N,15645,222
23/06/2021,Wed,Washington Nationals,Philadelphia Phillies,13,12,D,17892,259
23/06/2021,Wed,Chicago White Sox,Pittsburgh Pirates,4,3,D,10406,217
23/06/2021,Wed,Los Angeles Dodgers,San Diego Padres,3,5,N,43691,210
23/06/2021,Wed,San Francisco Giants,Los Angeles Angels,9,3,D,20620,291
23/06/2021,Wed,Houston Astros,Baltimore Orioles,13,0,N,10013,166
23/06/2021,Wed,St. Louis Cardinals,Detroit Tigers,2,6,D,13263,192
23/06/2021,Wed,Kansas City Royals,New York Yankees,5,6,N,25032,220
23/06/2021,Wed,Colorado Rockies,Seattle Mariners,5,2,D,11141,180
23/06/2021,Wed,Boston Red Sox,Tampa Bay Rays,2,8,N,9088,211
23/06/2021,Wed,Oakland Athletics,Texas Rangers,3,5,N,21829,163
24/06/2021,Thu,Atlanta Braves,Cincinnati Reds,3,5,N,23941,192
24/06/2021,Thu,Chicago Cubs,Los Angeles Dodgers,4,0,N,52175,192
24/06/2021,Thu,Washington Nationals,Miami Marlins,7,3,N,5255,194
24/06/2021,Thu,Pittsburgh Pirates,St. Louis Cardinals,8,2,N,33254,190
24/06/2021,Thu,Houston Astros,Detroit Tigers,12,3,N,12656,232
24/06/2021,Thu,Cleveland Indians,Minnesota Twins,4,1,N,18812,178
24/06/2021,Thu,Kansas City Royals,New York Yankees,1,8,D,21350,183
24/06/2021,Thu,Boston Red Sox,Tampa Bay Rays,0,1,N,10961,182
24/06/2021,Thu,Oakland Athletics,Texas Rangers,5,1,D,20432,183
24/06/2021,Thu,Baltimore Orioles,Toronto Blue Jays,0,9,N,6264,181
25/06/2021,Fri,Atlanta Braves,Cincinnati Reds,3,2,N,30231,183
25/06/2021,Fri,Chicago Cubs,Los Angeles Dodgers,2,6,N,49387,222
25/06/2021,Fri,Washington Nationals,Miami Marlins,2,11,N,4749,201
25/06/2021,Fri,Colorado Rockies,Milwaukee Brewers,4,5,D,31140,261
25/06/2021,Fri,Philadelphia Phillies,New York Mets,1,2,D,0,183
25/06/2021,Fri,Philadelphia Phillies,New York Mets,2,1,N,29012,152
25/06/2021,Fri,Arizona D'Backs,San Diego Padres,5,11,N,32583,211
25/06/2021,Fri,Oakland Athletics,San Francisco Giants,0,2,N,36928,143
25/06/2021,Fri,Pittsburgh Pirates,St. Louis Cardinals,5,4,N,34812,226
25/06/2021,Fri,New York Yankees,Boston Red Sox,3,5,N,36869,217
25/06/2021,Fri,Seattle Mariners,Chicago White Sox,9,3,N,32189,211
25/06/2021,Fri,Cleveland Indians,Minnesota Twins,7,8,N,16892,166
25/06/2021,Fri,Los Angeles Angels,Tampa Bay Rays,3,4,N,7909,173
25/06/2021,Fri,Kansas City Royals,Texas Rangers,4,9,N,30389,171
25/06/2021,Fri,Baltimore Orioles,Toronto Blue Jays,6,5,N,7844,216
26/06/2021,Sat,Atlanta Braves,Cincinnati Reds,1,4,D,34671,155
26/06/2021,Sat,Chicago Cubs,Los Angeles Dodgers,2,3,D,45420,192
26/06/2021,Sat,Washington Nationals,Miami Marlins,2,3,D,6305,164
26/06/2021,Sat,Colorado Rockies,Milwaukee Brewers,4,10,D,32573,220
26/06/2021,Sat,Philadelphia Phillies,New York Mets,3,4,D,29205,185
26/06/2021,Sat,Arizona D'Backs,San Diego Padres,10,1,N,40557,215
26/06/2021,Sat,Oakland Athletics,San Francisco Giants,5,6,N,33168,245
26/06/2021,Sat,Pittsburgh Pirates,St. Louis Cardinals,1,3,D,33058,176
26/06/2021,Sat,New York Yankees,Boston Red Sox,2,4,N,36857,202
26/06/2021,Sat,Seattle Mariners,Chicago White Sox,3,2,D,30017,197
26/06/2021,Sat,Houston Astros,Detroit Tigers,1,3,D,12422,126
26/06/2021,Sat,Houston Astros,Detroit Tigers,3,2,N,13950,141
26/06/2021,Sat,Los Angeles Angels,Tampa Bay Rays,3,13,D,16699,172
26/06/2021,Sat,Kansas City Royals,Texas Rangers,0,8,D,31612,207
26/06/2021,Sat,Baltimore Orioles,Toronto Blue Jays,4,12,D,5913,171
27/06/2021,Sun,Atlanta Braves,Cincinnati Reds,4,0,D,21696,195
27/06/2021,Sun,Chicago Cubs,Los Angeles Dodgers,1,7,D,46315,162
27/06/2021,Sun,Washington Nationals,Miami Marlins,5,1,D,7349,186
27/06/2021,Sun,Colorado Rockies,Milwaukee Brewers,0,5,D,25016,189
27/06/2021,Sun,Philadelphia Phillies,New York Mets,4,2,D,25488,201
27/06/2021,Sun,Arizona D'Backs,San Diego Padres,4,5,D,34905,207
27/06/2021,Sun,Oakland Athletics,San Francisco Giants,6,2,D,35920,177
27/06/2021,Sun,Pittsburgh Pirates,St. Louis Cardinals,7,2,D,25163,173
27/06/2021,Sun,New York Yankees,Boston Red Sox,2,9,D,34504,189
27/06/2021,Sun,Seattle Mariners,Chicago White Sox,5,7,D,30017,173
27/06/2021,Sun,Houston Astros,Detroit Tigers,1,2,D,13532,209
27/06/2021,Sun,Cleveland Indians,Minnesota Twins,2,8,D,20215,178
27/06/2021,Sun,Los Angeles Angels,Tampa Bay Rays,6,4,D,12764,206
27/06/2021,Sun,Kansas City Royals,Texas Rangers,1,4,D,29046,169
27/06/2021,Sun,Baltimore Orioles,Toronto Blue Jays,2,5,D,6044,195
28/06/2021,Mon,Philadelphia Phillies,Cincinnati Reds,4,12,N,21006,198
28/06/2021,Mon,Pittsburgh Pirates,Colorado Rockies,0,2,D,32092,182
28/06/2021,Mon,San Francisco Giants,Los Angeles Dodgers,2,3,N,47835,190
28/06/2021,Mon,Chicago Cubs,Milwaukee Brewers,4,14,N,30251,223
28/06/2021,Mon,Arizona D'Backs,St. Louis Cardinals,1,7,N,27175,213
28/06/2021,Mon,New York Mets,Washington Nationals,4,8,N,19150,183
28/06/2021,Mon,Kansas City Royals,Boston Red Sox,5,6,N,22766,182
28/06/2021,Mon,Detroit Tigers,Cleveland Indians,5,13,N,13128,178
28/06/2021,Mon,Baltimore Orioles,Houston Astros,9,7,N,24419,259
28/06/2021,Mon,Los Angeles Angels,New York Yankees,5,3,N,25054,186
29/06/2021,Tue,New York Mets,Atlanta Braves,4,3,N,29274,195
29/06/2021,Tue,San Diego Padres,Cincinnati Reds,5,4,N,16332,230
29/06/2021,Tue,Pittsburgh Pirates,Colorado Rockies,0,8,N,27915,138
29/06/2021,Tue,San Francisco Giants,Los Angeles Dodgers,1,3,N,52342,180
29/06/2021,Tue,Chicago Cubs,Milwaukee Brewers,1,2,N,24423,220
29/06/2021,Tue,Miami Marlins,Philadelphia Phillies,3,4,N,18079,205
29/06/2021,Tue,Arizona D'Backs,St. Louis Cardinals,2,3,N,28740,191
29/06/2021,Tue,Tampa Bay Rays,Washington Nationals,3,4,N,17117,154
29/06/2021,Tue,Kansas City Royals,Boston Red Sox,6,7,N,25180,211
29/06/2021,Tue,Minnesota Twins,Chicago White Sox,6,7,N,17382,200
29/06/2021,Tue,Baltimore Orioles,Houston Astros,13,3,N,30346,233
29/06/2021,Tue,Los Angeles Angels,New York Yankees,5,11,N,23152,211
29/06/2021,Tue,Texas Rangers,Oakland Athletics,5,4,N,4739,161
29/06/2021,Tue,Seattle Mariners,Toronto Blue Jays,3,9,N,6736,188
30/06/2021,Wed,New York Mets,Atlanta Braves,2,20,N,28405,201
30/06/2021,Wed,San Diego Padres,Cincinnati Reds,7,5,N,12084,123
30/06/2021,Wed,Pittsburgh Pirates,Colorado Rockies,2,6,D,20270,207
30/06/2021,Wed,Chicago Cubs,Milwaukee Brewers,7,15,D,32193,227
30/06/2021,Wed,Miami Marlins,Philadelphia Phillies,11,6,N,17190,246
30/06/2021,Wed,Arizona D'Backs,St. Louis Cardinals,4,7,D,27235,200
30/06/2021,Wed,Tampa Bay Rays,Washington Nationals,6,15,D,15552,217
30/06/2021,Wed,Kansas City Royals,Boston Red Sox,2,6,N,24616,175
30/06/2021,Wed,Minnesota Twins,Chicago White Sox,3,13,N,16803,184
30/06/2021,Wed,Detroit Tigers,Cleveland Indians,9,4,D,0,175
30/06/2021,Wed,Detroit Tigers,Cleveland Indians,7,1,N,11627,147
30/06/2021,Wed,Baltimore Orioles,Houston Astros,5,2,N,28124,214
30/06/2021,Wed,Los Angeles Angels,New York Yankees,11,8,N,30714,224
30/06/2021,Wed,Texas Rangers,Oakland Athletics,1,3,N,4320,154
30/06/2021,Wed,Seattle Mariners,Toronto Blue Jays,9,7,N,6632,252
01/07/2021,Thu,San Francisco Giants,Arizona D'Backs,3,5,N,9172,157
01/07/2021,Thu,New York Mets,Atlanta Braves,3,4,N,35777,185
01/07/2021,Thu,San Diego Padres,Cincinnati Reds,4,5,N,16620,232
01/07/2021,Thu,St. Louis Cardinals,Colorado Rockies,2,5,N,30410,167
01/07/2021,Thu,Milwaukee Brewers,Pittsburgh Pirates,7,2,N,11074,217
01/07/2021,Thu,Los Angeles Dodgers,Washington Nationals,6,2,N,21285,116
01/07/2021,Thu,Kansas City Royals,Boston Red Sox,1,15,D,27913,188
01/07/2021,Thu,Minnesota Twins,Chicago White Sox,5,8,D,24944,229
01/07/2021,Thu,Houston Astros,Cleveland Indians,7,2,N,13772,184
01/07/2021,Thu,Texas Rangers,Oakland Athletics,8,3,D,5182,172
01/07/2021,Thu,Seattle Mariners,Toronto Blue Jays,7,2,D,5456,203
02/07/2021,Fri,San Francisco Giants,Arizona D'Backs,11,4,N,12262,220
02/07/2021,Fri,Miami Marlins,Atlanta Braves,0,1,N,38203,204
02/07/2021,Fri,Chicago Cubs,Cincinnati Reds,1,2,N,40854,192
02/07/2021,Fri,St. Louis Cardinals,Colorado Rockies,9,3,N,47224,230
02/07/2021,Fri,San Diego Padres,Philadelphia Phillies,3,4,N,22653,189
02/07/2021,Fri,Milwaukee Brewers,Pittsburgh Pirates,7,2,N,15421,172
02/07/2021,Fri,Los Angeles Dodgers,Washington Nationals,10,5,N,27689,196
02/07/2021,Fri,Baltimore Orioles,Los Angeles Angels,7,8,N,23561,206
02/07/2021,Fri,Houston Astros,Cleveland Indians,6,3,N,24337,209
02/07/2021,Fri,Chicago White Sox,Detroit Tigers,8,2,N,18185,211
02/07/2021,Fri,Minnesota Twins,Kansas City Royals,4,7,N,31824,198
02/07/2021,Fri,Boston Red Sox,Oakland Athletics,3,2,N,32304,184
02/07/2021,Fri,Texas Rangers,Seattle Mariners,4,5,N,28638,259
02/07/2021,Fri,Tampa Bay Rays,Toronto Blue Jays,1,11,N,10011,179
03/07/2021,Sat,San Francisco Giants,Arizona D'Backs,6,5,N,23689,227
03/07/2021,Sat,Miami Marlins,Atlanta Braves,3,2,D,38526,194
03/07/2021,Sat,Chicago Cubs,Cincinnati Reds,2,3,D,36815,178
03/07/2021,Sat,St. Louis Cardinals,Colorado Rockies,2,3,N,48182,203
03/07/2021,Sat,San Diego Padres,Philadelphia Phillies,2,4,D,25053,170
03/07/2021,Sat,Milwaukee Brewers,Pittsburgh Pirates,11,2,D,17451,225
03/07/2021,Sat,Los Angeles Dodgers,Washington Nationals,5,3,N,42064,201
03/07/2021,Sat,Baltimore Orioles,Los Angeles Angels,1,4,N,28160,172
03/07/2021,Sat,Houston Astros,Cleveland Indians,3,2,N,24961,204
03/07/2021,Sat,Chicago White Sox,Detroit Tigers,5,11,D,17230,187
03/07/2021,Sat,Minnesota Twins,Kansas City Royals,3,6,D,16133,177
03/07/2021,Sat,New York Mets,New York Yankees,8,3,D,40047,220
03/07/2021,Sat,Boston Red Sox,Oakland Athletics,6,7,D,16297,264
03/07/2021,Sat,Texas Rangers,Seattle Mariners,7,3,N,16046,192
03/07/2021,Sat,Tampa Bay Rays,Toronto Blue Jays,3,6,D,9189,165
04/07/2021,Sun,San Francisco Giants,Arizona D'Backs,5,2,N,27032,163
04/07/2021,Sun,Miami Marlins,Atlanta Braves,7,8,D,34485,248
04/07/2021,Sun,Chicago Cubs,Cincinnati Reds,2,3,D,29340,179
04/07/2021,Sun,St. Louis Cardinals,Colorado Rockies,2,3,D,36891,196
04/07/2021,Sun,San Diego Padres,Philadelphia Phillies,11,1,D,25592,225
04/07/2021,Sun,Milwaukee Brewers,Pittsburgh Pirates,0,2,D,12527,161
04/07/2021,Sun,Los Angeles Dodgers,Washington Nationals,5,1,D,37187,217
04/07/2021,Sun,Baltimore Orioles,Los Angeles Angels,5,6,D,18955,184
04/07/2021,Sun,Houston Astros,Cleveland Indians,4,3,D,17412,196
04/07/2021,Sun,Chicago White Sox,Detroit Tigers,5,6,D,15342,205
04/07/2021,Sun,Minnesota Twins,Kansas City Royals,6,2,D,15350,191
04/07/2021,Sun,New York Mets,New York Yankees,10,5,D,42714,196
04/07/2021,Sun,New York Mets,New York Yankees,2,4,N,42107,134
04/07/2021,Sun,Boston Red Sox,Oakland Athletics,1,0,D,13070,172
04/07/2021,Sun,Texas Rangers,Seattle Mariners,1,4,D,15146,142
04/07/2021,Sun,Tampa Bay Rays,Toronto Blue Jays,5,1,D,7537,173
05/07/2021,Mon,Philadelphia Phillies,Chicago Cubs,13,3,N,37165,213
05/07/2021,Mon,Los Angeles Dodgers,Miami Marlins,4,5,N,15290,228
05/07/2021,Mon,Milwaukee Brewers,New York Mets,2,4,N,15145,178
05/07/2021,Mon,Atlanta Braves,Pittsburgh Pirates,1,11,N,11600,211
05/07/2021,Mon,Washington Nationals,San Diego Padres,7,5,N,33168,224
05/07/2021,Mon,St. Louis Cardinals,San Francisco Giants,5,3,D,32644,184
05/07/2021,Mon,Boston Red Sox,Los Angeles Angels,5,4,N,38201,226
05/07/2021,Mon,Cincinnati Reds,Kansas City Royals,6,2,N,14709,180
05/07/2021,Mon,Chicago White Sox,Minnesota Twins,5,8,N,20321,218
05/07/2021,Mon,Cleveland Indians,Tampa Bay Rays,8,9,N,8832,219
05/07/2021,Mon,Detroit Tigers,Texas Rangers,7,3,N,34484,175
